v4_gene_model	category	v4_locus	W22.Zm00004b.1.
Zm00001d050666	expressed.endo		Zm00004b021749
Zm00001d050669	expressed.endo		Zm00004b021752
Zm00001d050689	expressed.endo		Zm00004b021763
Zm00001d050696	expressed.endo		Zm00004b021767
Zm00001d050697	expressed.endo		Zm00004b021768
Zm00001d050698	expressed.endo	thx40	Zm00004b021769
Zm00001d050705	not.endo		Zm00004b021776
Zm00001d050708	expressed.endo		Zm00004b021778
Zm00001d050712	not.endo		Zm00004b021779
Zm00001d050715	expressed.endo		Zm00004b021781
Zm00001d050716	expressed.endo	invan3	Zm00004b021782
Zm00001d050723	expressed.endo	snrkII6	Zm00004b021785
Zm00001d050730	expressed.endo	yy1	Zm00004b021791
Zm00001d050735	expressed.endo		Zm00004b021793
Zm00001d050737	expressed.endo		Zm00004b021794
Zm00001d050741	expressed.endo		Zm00004b021795
Zm00001d050747	expressed.endo		Zm00004b021798
Zm00001d050753	expressed.endo	nfe102	Zm00004b021803
Zm00001d050755	expressed.endo		Zm00004b021804
Zm00001d050768	not.endo	crr7	Zm00004b021810
Zm00001d050781	expressed.endo	arftf14	Zm00004b021822
Zm00001d050785	expressed.endo		Zm00004b021825
Zm00001d050790	expressed.endo	mmp140	Zm00004b021827
Zm00001d050793	expressed.endo		Zm00004b021830
Zm00001d050798	not.endo		Zm00004b021831
Zm00001d050800	expressed.endo		Zm00004b021832
Zm00001d050805	not.endo		Zm00004b021834
Zm00001d050810	expressed.endo		Zm00004b021836
Zm00001d050811	not.endo		Zm00004b021837
Zm00001d050815	expressed.endo		Zm00004b021839
Zm00001d050816	expressed.endo	alf7	Zm00004b021840
Zm00001d050822	expressed.endo		Zm00004b021841
Zm00001d050823	expressed.endo		Zm00004b021842
Zm00001d050824	not.endo		Zm00004b021844
Zm00001d050827	expressed.endo		Zm00004b021846
Zm00001d050831	not.endo		Zm00004b021847
Zm00001d050833	not.endo		Zm00004b021849
Zm00001d050834	not.endo	hb56	Zm00004b021850
Zm00001d050838	expressed.endo		Zm00004b021860
Zm00001d050844	expressed.endo		Zm00004b021862
Zm00001d050848	not.endo		Zm00004b021864
Zm00001d050850	not.endo	cry4	Zm00004b021866
Zm00001d050851	expressed.endo		Zm00004b021867
Zm00001d050860	not.endo		Zm00004b021871
Zm00001d050861	not.endo	eil5	Zm00004b021872
Zm00001d050862	expressed.endo		Zm00004b021873
Zm00001d050868	expressed.endo	serk3	Zm00004b021877
Zm00001d050873	not.endo	sut6	Zm00004b021881
Zm00001d050874	expressed.endo	nap1	Zm00004b021882
Zm00001d050884	expressed.endo		Zm00004b021892
Zm00001d050885	not.endo		Zm00004b021894
Zm00001d050889	not.endo		Zm00004b021897
Zm00001d050899	not.endo		Zm00004b021904
Zm00001d050903	expressed.endo		Zm00004b021906
Zm00001d050905	expressed.endo		Zm00004b021908
Zm00001d050907	expressed.endo		Zm00004b021910
Zm00001d050908	not.endo		Zm00004b021911
Zm00001d050910	expressed.endo	tlc8	Zm00004b021913
Zm00001d050911	not.endo		Zm00004b021914
Zm00001d050913	expressed.endo		Zm00004b021916
Zm00001d050915	expressed.endo	ypt3	Zm00004b021918
Zm00001d050916	expressed.endo		Zm00004b021919
Zm00001d050917	expressed.endo		Zm00004b021924
Zm00001d050920	expressed.endo		Zm00004b021926
Zm00001d050923	expressed.endo		Zm00004b021930
Zm00001d050925	expressed.endo		Zm00004b021932
Zm00001d050928	expressed.endo		Zm00004b021933
Zm00001d050929	expressed.endo		Zm00004b021934
Zm00001d050935	expressed.endo		Zm00004b021936
Zm00001d050942	expressed.endo		Zm00004b021939
Zm00001d050943	expressed.endo	pza03409	Zm00004b021940
Zm00001d050944	expressed.endo		Zm00004b021941
Zm00001d050947	expressed.endo		Zm00004b021942
Zm00001d050948	not.endo	ereb132	Zm00004b021943
Zm00001d050955	expressed.endo		Zm00004b021945
Zm00001d050959	not.endo		Zm00004b021946
Zm00001d050960	expressed.endo	nactf101	Zm00004b021948
Zm00001d050961	expressed.endo		Zm00004b021949
Zm00001d050964	expressed.endo		Zm00004b021953
Zm00001d050965	expressed.endo		Zm00004b021954
Zm00001d050969	expressed.endo		Zm00004b021958
Zm00001d050970	expressed.endo		Zm00004b021959
Zm00001d050978	expressed.endo		Zm00004b021967
Zm00001d050981	expressed.endo		Zm00004b021970
Zm00001d050985	expressed.endo		Zm00004b021973
Zm00001d050988	not.endo		Zm00004b021976
Zm00001d050993	expressed.endo		Zm00004b021978
Zm00001d051001	expressed.endo	gpc3	Zm00004b021980
Zm00001d051005	not.endo		Zm00004b021985
Zm00001d051009	expressed.endo		Zm00004b021987
Zm00001d051012	expressed.endo	fea2	Zm00004b021988
Zm00001d051014	expressed.endo		Zm00004b021989
Zm00001d051015	expressed.endo		Zm00004b021990
Zm00001d051016	expressed.endo		Zm00004b021991
Zm00001d051017	expressed.endo		Zm00004b021992
Zm00001d051018	not.endo	dbb4	Zm00004b021994
Zm00001d051020	expressed.endo		Zm00004b021995
Zm00001d051033	expressed.endo	atg101	Zm00004b021998
Zm00001d051039	expressed.endo		Zm00004b022004
Zm00001d051043	expressed.endo	pza03459	Zm00004b022007
Zm00001d051044	expressed.endo	umc1142	Zm00004b022008
Zm00001d051052	expressed.endo		Zm00004b022011
Zm00001d051053	expressed.endo		Zm00004b022012
Zm00001d051055	expressed.endo	Zm00001d051055	Zm00004b022016
Zm00001d051056	expressed.endo	umc1346	Zm00004b022017
Zm00001d051057	expressed.endo	Zm00001d051057	Zm00004b022018
Zm00001d051061	expressed.endo	Zm00001d051061	Zm00004b022020
Zm00001d051062	expressed.endo	Zm00001d051062	Zm00004b022021
Zm00001d051063	expressed.endo	Zm00001d051063	Zm00004b022022
Zm00001d051065	expressed.endo	pco131956(317)	Zm00004b022024
Zm00001d051067	expressed.endo		Zm00004b022025
Zm00001d051069	expressed.endo		Zm00004b022026
Zm00001d051075	expressed.endo		Zm00004b022029
Zm00001d051080	expressed.endo		Zm00004b022032
Zm00001d051081	expressed.endo		Zm00004b022033
Zm00001d051082	expressed.endo		Zm00004b022034
Zm00001d051103	expressed.endo		Zm00004b022051
Zm00001d051111	expressed.endo		Zm00004b022055
Zm00001d051112	expressed.endo		Zm00004b022056
Zm00001d051114	expressed.endo	toc1	Zm00004b022058
Zm00001d051116	expressed.endo		Zm00004b022060
Zm00001d051120	expressed.endo		Zm00004b022064
Zm00001d051121	not.endo		Zm00004b022065
Zm00001d051127	not.endo		Zm00004b022070
Zm00001d051128	not.endo		Zm00004b022071
Zm00001d051130	expressed.endo		Zm00004b022073
Zm00001d051135	expressed.endo		Zm00004b022076
Zm00001d051136	expressed.endo		Zm00004b022077
Zm00001d051138	expressed.endo		Zm00004b022079
Zm00001d051139	expressed.endo	umc1702	Zm00004b022080
Zm00001d051140	not.endo	nactf17	Zm00004b022081
Zm00001d051143	not.endo		Zm00004b022082
Zm00001d051149	not.endo	myb39	Zm00004b022088
Zm00001d051156	expressed.endo	ppck2	Zm00004b022095
Zm00001d051157	expressed.endo		Zm00004b022096
Zm00001d051174	not.endo	pip2c	Zm00004b022108
Zm00001d051178	expressed.endo	AY110355	Zm00004b022110
Zm00001d051180	expressed.endo		Zm00004b022112
Zm00001d051183	expressed.endo		Zm00004b022114
Zm00001d051188	expressed.endo		Zm00004b022116
Zm00001d051194	not.endo	AY110562	Zm00004b022119
Zm00001d051203	expressed.endo	pco133717	Zm00004b022124
Zm00001d051206	not.endo		Zm00004b022125
Zm00001d051211	expressed.endo		Zm00004b022129
Zm00001d051214	expressed.endo	nit2	Zm00004b022134
Zm00001d051216	not.endo	tcptf25	Zm00004b022135
Zm00001d051219	expressed.endo		Zm00004b022136
Zm00001d051227	expressed.endo		Zm00004b022140
Zm00001d051229	expressed.endo		Zm00004b022141
Zm00001d051232	expressed.endo		Zm00004b022143
Zm00001d051233	expressed.endo		Zm00004b022144
Zm00001d051234	expressed.endo		Zm00004b022145
Zm00001d051238	not.endo		Zm00004b022147
Zm00001d051241	expressed.endo		Zm00004b022151
Zm00001d051242	expressed.endo		Zm00004b022153
Zm00001d051246	not.endo		Zm00004b022154
Zm00001d051247	expressed.endo		Zm00004b022155
Zm00001d051249	expressed.endo		Zm00004b022158
Zm00001d051250	expressed.endo		Zm00004b022161
Zm00001d051259	not.endo		Zm00004b022163
Zm00001d051262	not.endo	limtf8	Zm00004b022164
Zm00001d051268	expressed.endo	umc1945	Zm00004b022197
Zm00001d051272	expressed.endo	umc2284	Zm00004b022193
Zm00001d051286	expressed.endo		Zm00004b022192
Zm00001d051288	expressed.endo		Zm00004b022190
Zm00001d051291	expressed.endo		Zm00004b022189
Zm00001d051294	not.endo	nactf27	Zm00004b022187
Zm00001d051305	not.endo		Zm00004b022176
Zm00001d051306	expressed.endo		Zm00004b022175
Zm00001d051307	expressed.endo	atg13a	Zm00004b022174
Zm00001d051308	expressed.endo	krp1	Zm00004b022173
Zm00001d051314	not.endo		Zm00004b022204
Zm00001d051316	expressed.endo	thx16	Zm00004b022205
Zm00001d051320	expressed.endo	pza02992	Zm00004b022208
Zm00001d051321	expressed.endo		Zm00004b022209
Zm00001d051323	expressed.endo		Zm00004b022210
Zm00001d051328	not.endo	wrky98	Zm00004b022215
Zm00001d051329	not.endo		Zm00004b022216
Zm00001d051333	not.endo		Zm00004b022219
Zm00001d051336	expressed.endo		Zm00004b022224
Zm00001d051337	expressed.endo		Zm00004b022225
Zm00001d051338	not.endo		Zm00004b022226
Zm00001d051345	expressed.endo		Zm00004b022234
Zm00001d051350	not.endo	ereb5	Zm00004b022238
Zm00001d051360	expressed.endo		Zm00004b022243
Zm00001d051361	not.endo		Zm00004b022244
Zm00001d051371	expressed.endo		Zm00004b022252
Zm00001d051376	not.endo	platz6	Zm00004b022259
Zm00001d051387	expressed.endo	gras80	Zm00004b022266
Zm00001d051388	not.endo		Zm00004b022268
Zm00001d051389	not.endo		Zm00004b022269
Zm00001d051392	expressed.endo		Zm00004b022270
Zm00001d051393	not.endo		Zm00004b022271
Zm00001d051396	expressed.endo		Zm00004b022274
Zm00001d051404	expressed.endo		Zm00004b022278
Zm00001d051405	expressed.endo		Zm00004b022281
Zm00001d051406	expressed.endo		Zm00004b022282
Zm00001d051411	not.endo		Zm00004b022284
Zm00001d051415	expressed.endo		Zm00004b022291
Zm00001d051416	expressed.endo		Zm00004b022292
Zm00001d051418	not.endo		Zm00004b022293
Zm00001d051420	expressed.endo	dhn3	Zm00004b022295
Zm00001d051422	expressed.endo		Zm00004b022299
Zm00001d051427	expressed.endo	hmg3	Zm00004b022301
Zm00001d051430	expressed.endo		Zm00004b022303
Zm00001d051431	expressed.endo		Zm00004b022304
Zm00001d051438	expressed.endo		Zm00004b022309
Zm00001d051440	not.endo		Zm00004b022314
Zm00001d051441	expressed.endo		Zm00004b022315
Zm00001d051442	expressed.endo		Zm00004b022316
Zm00001d051447	expressed.endo		Zm00004b022317
Zm00001d051448	expressed.endo	umc2027	Zm00004b022318
Zm00001d051451	not.endo	ereb127	Zm00004b022320
Zm00001d051456	not.endo	grftf9	Zm00004b022323
Zm00001d051457	expressed.endo		Zm00004b022324
Zm00001d051458	expressed.endo	mybr64	Zm00004b022325
Zm00001d051459	expressed.endo		Zm00004b022329
Zm00001d051460	not.endo		Zm00004b022330
Zm00001d051461	not.endo	gras76	Zm00004b022332
Zm00001d051465	not.endo	zag5	Zm00004b022334
Zm00001d051471	not.endo		Zm00004b022336
Zm00001d051472	not.endo		Zm00004b022338
Zm00001d051474	expressed.endo		Zm00004b022341
Zm00001d051478	expressed.endo		Zm00004b022344
Zm00001d051479	not.endo		Zm00004b022345
Zm00001d051492	not.endo		Zm00004b022351
Zm00001d051495	not.endo		Zm00004b022353
Zm00001d051498	expressed.endo		Zm00004b022355
Zm00001d051500	not.endo		Zm00004b022357
Zm00001d051501	not.endo		Zm00004b022358
Zm00001d051502	expressed.endo	cdpk7	Zm00004b022360
Zm00001d051503	not.endo	pmei26	Zm00004b022362
Zm00001d051504	expressed.endo		Zm00004b022363
Zm00001d051505	not.endo		Zm00004b022366
Zm00001d051506	not.endo		Zm00004b022367
Zm00001d051507	expressed.endo		Zm00004b022368
Zm00001d051509	not.endo	bhlh13	Zm00004b022370
Zm00001d051513	expressed.endo		Zm00004b022372
Zm00001d051514	expressed.endo	AY110310	Zm00004b022373
Zm00001d051516	expressed.endo		Zm00004b022375
Zm00001d051520	not.endo	myb19	Zm00004b022377
Zm00001d051524	not.endo		Zm00004b022378
Zm00001d051525	not.endo		Zm00004b022379
Zm00001d051527	not.endo	glk29	Zm00004b022381
Zm00001d051529	not.endo		Zm00004b022385
Zm00001d051532	not.endo		Zm00004b022387
Zm00001d051534	expressed.endo	wtf4	Zm00004b022388
Zm00001d051535	expressed.endo		Zm00004b022389
Zm00001d051541	not.endo		Zm00004b022394
Zm00001d051542	expressed.endo		Zm00004b022395
Zm00001d051543	expressed.endo		Zm00004b022396
Zm00001d051544	expressed.endo		Zm00004b022397
Zm00001d051545	expressed.endo		Zm00004b022398
Zm00001d051546	expressed.endo		Zm00004b022399
Zm00001d051548	not.endo		Zm00004b022401
Zm00001d051550	not.endo	wrky11	Zm00004b022403
Zm00001d051552	expressed.endo		Zm00004b022426
Zm00001d051563	expressed.endo		Zm00004b022412
Zm00001d051565	expressed.endo		Zm00004b022410
Zm00001d051567	not.endo		Zm00004b022431
Zm00001d051568	expressed.endo	tubtf6	Zm00004b022436
Zm00001d051569	not.endo	bhlh11	Zm00004b022437
Zm00001d051572	expressed.endo		Zm00004b022440
Zm00001d051576	expressed.endo		Zm00004b022450
Zm00001d051577	not.endo	dof43	Zm00004b022451
Zm00001d051584	expressed.endo		Zm00004b022453
Zm00001d051586	expressed.endo		Zm00004b022457
Zm00001d051588	expressed.endo		Zm00004b022458
Zm00001d051589	expressed.endo	rz567b(klc)	Zm00004b022459
Zm00001d051590	expressed.endo	sdg117	Zm00004b022460
Zm00001d051591	expressed.endo	his2b5	Zm00004b022461
Zm00001d051594	not.endo		Zm00004b022464
Zm00001d051595	expressed.endo		Zm00004b022465
Zm00001d051596	not.endo		Zm00004b022466
Zm00001d051599	expressed.endo		Zm00004b022469
Zm00001d051600	expressed.endo	nch1	Zm00004b022470
Zm00001d051605	expressed.endo		Zm00004b022473
Zm00001d051606	not.endo		Zm00004b022474
Zm00001d051609	expressed.endo		Zm00004b022478
Zm00001d051611	not.endo		Zm00004b022480
Zm00001d051620	not.endo		Zm00004b022488
Zm00001d051627	expressed.endo		Zm00004b022492
Zm00001d051628	expressed.endo	dgatii1	Zm00004b022493
Zm00001d051629	expressed.endo		Zm00004b022494
Zm00001d051630	not.endo		Zm00004b022495
Zm00001d051632	expressed.endo	arid3	Zm00004b022497
Zm00001d051634	expressed.endo		Zm00004b022500
Zm00001d051650	expressed.endo		Zm00004b022509
Zm00001d051652	expressed.endo		Zm00004b022510
Zm00001d051660	expressed.endo		Zm00004b022531
Zm00001d051661	expressed.endo		Zm00004b022530
Zm00001d051662	expressed.endo		Zm00004b022529
Zm00001d051663	expressed.endo	hagtf19	Zm00004b022528
Zm00001d051664	expressed.endo		Zm00004b022527
Zm00001d051666	not.endo	invan1	Zm00004b022526
Zm00001d051671	expressed.endo		Zm00004b022523
Zm00001d051675	expressed.endo		Zm00004b022520
Zm00001d051676	expressed.endo		Zm00004b022519
Zm00001d051677	expressed.endo		Zm00004b022516
Zm00001d051678	expressed.endo		Zm00004b022515
Zm00001d051681	expressed.endo		Zm00004b022513
Zm00001d051682	expressed.endo		Zm00004b022512
Zm00001d051685	expressed.endo	ant2	Zm00004b022532
Zm00001d051687	expressed.endo		Zm00004b022535
Zm00001d051688	expressed.endo	fim1	Zm00004b022539
Zm00001d051690	expressed.endo		Zm00004b022544
Zm00001d051695	not.endo		Zm00004b022549
Zm00001d051697	not.endo	cadtfr7	Zm00004b022551
Zm00001d051700	not.endo	dof9	Zm00004b022554
Zm00001d051702	expressed.endo	bsdtf4	Zm00004b022556
Zm00001d051703	not.endo		Zm00004b022557
Zm00001d051704	not.endo		Zm00004b022558
Zm00001d051740	expressed.endo		Zm00004b022583
Zm00001d051741	expressed.endo		Zm00004b022585
Zm00001d051742	expressed.endo		Zm00004b022586
Zm00001d051756	expressed.endo		Zm00004b022591
Zm00001d051759	expressed.endo		Zm00004b022592
Zm00001d051760	expressed.endo		Zm00004b022593
Zm00001d051761	expressed.endo		Zm00004b022594
Zm00001d051778	not.endo		Zm00004b022612
Zm00001d051779	not.endo		Zm00004b022613
Zm00001d051785	not.endo		Zm00004b022618
Zm00001d051787	not.endo	gl4	Zm00004b022619
Zm00001d051788	not.endo	myb142	Zm00004b022623
Zm00001d051789	not.endo		Zm00004b022625
Zm00001d051790	expressed.endo		Zm00004b022626
Zm00001d051791	not.endo		Zm00004b022627
Zm00001d051793	not.endo		Zm00004b022630
Zm00001d051795	not.endo		Zm00004b022631
Zm00001d051796	expressed.endo		Zm00004b022632
Zm00001d051798	not.endo		Zm00004b022633
Zm00001d051799	not.endo		Zm00004b022635
Zm00001d051800	expressed.endo		Zm00004b022636
Zm00001d051802	not.endo		Zm00004b022638
Zm00001d051803	expressed.endo		Zm00004b022639
Zm00001d051804	expressed.endo	gln5	Zm00004b022640
Zm00001d051806	expressed.endo		Zm00004b022642
Zm00001d051807	expressed.endo		Zm00004b022643
Zm00001d051809	expressed.endo	pco061578	Zm00004b022645
Zm00001d051810	not.endo		Zm00004b022646
Zm00001d051814	not.endo		Zm00004b022650
Zm00001d051816	expressed.endo		Zm00004b022651
Zm00001d051824	expressed.endo	sly1	Zm00004b022656
Zm00001d051830	expressed.endo		Zm00004b022660
Zm00001d051832	expressed.endo		Zm00004b022662
Zm00001d051833	not.endo		Zm00004b022663
Zm00001d051835	not.endo		Zm00004b022665
Zm00001d051837	not.endo		Zm00004b022667
Zm00001d051838	expressed.endo		Zm00004b022668
Zm00001d051839	expressed.endo		Zm00004b022669
Zm00001d051840	expressed.endo		Zm00004b022670
Zm00001d051841	not.endo		Zm00004b022671
Zm00001d051843	not.endo		Zm00004b022674
Zm00001d051846	expressed.endo		Zm00004b022676
Zm00001d051847	not.endo	natl1	Zm00004b022677
Zm00001d051848	expressed.endo	phpt1	Zm00004b022678
Zm00001d051849	expressed.endo	jmj21	Zm00004b022679
Zm00001d051851	expressed.endo		Zm00004b022682
Zm00001d051854	expressed.endo		Zm00004b022683
Zm00001d051856	expressed.endo		Zm00004b022686
Zm00001d051859	not.endo	cle24	Zm00004b022688
Zm00001d051860	expressed.endo		Zm00004b022689
Zm00001d051861	expressed.endo		Zm00004b022690
Zm00001d051863	not.endo		Zm00004b022691
Zm00001d051864	expressed.endo	ppr521	Zm00004b022692
Zm00001d051865	not.endo		Zm00004b022693
Zm00001d051866	expressed.endo		Zm00004b022694
Zm00001d051867	not.endo		Zm00004b022695
Zm00001d051869	expressed.endo		Zm00004b022696
Zm00001d051870	expressed.endo	si683005e02	Zm00004b022697
Zm00001d051871	expressed.endo		Zm00004b022698
Zm00001d051872	not.endo	pip1e	Zm00004b022699
Zm00001d051873	expressed.endo		Zm00004b022700
Zm00001d051876	expressed.endo		Zm00004b022704
Zm00001d051879	expressed.endo	nactf26	Zm00004b022707
Zm00001d051881	expressed.endo		Zm00004b022708
Zm00001d051884	expressed.endo		Zm00004b022714
Zm00001d051886	not.endo		Zm00004b022717
Zm00001d051887	not.endo		Zm00004b022718
Zm00001d051889	expressed.endo		Zm00004b022719
Zm00001d051891	not.endo	lbd24	Zm00004b022722
Zm00001d051893	expressed.endo		Zm00004b022724
Zm00001d051896	not.endo		Zm00004b022727
Zm00001d051898	expressed.endo	prh1	Zm00004b022729
Zm00001d051900	expressed.endo		Zm00004b022731
Zm00001d051901	expressed.endo		Zm00004b022732
Zm00001d051902	expressed.endo		Zm00004b022733
Zm00001d051905	not.endo		Zm00004b022736
Zm00001d051906	expressed.endo		Zm00004b022737
Zm00001d051910	expressed.endo		Zm00004b022739
Zm00001d051911	expressed.endo	iaa18	Zm00004b022740
Zm00001d051912	expressed.endo		Zm00004b022741
Zm00001d051913	expressed.endo		Zm00004b022742
Zm00001d051914	not.endo		Zm00004b022743
Zm00001d051916	expressed.endo		Zm00004b022745
Zm00001d051923	expressed.endo		Zm00004b022747
Zm00001d051924	expressed.endo		Zm00004b022748
Zm00001d051926	not.endo		Zm00004b022750
Zm00001d051927	expressed.endo		Zm00004b022751
Zm00001d051930	expressed.endo		Zm00004b022753
Zm00001d051934	not.endo		Zm00004b022755
Zm00001d051938	not.endo		Zm00004b022757
Zm00001d051939	expressed.endo		Zm00004b022758
Zm00001d051943	not.endo		Zm00004b022761
Zm00001d051944	not.endo		Zm00004b022762
Zm00001d051945	expressed.endo	phos2	Zm00004b022763
Zm00001d051946	expressed.endo		Zm00004b022764
Zm00001d051948	expressed.endo		Zm00004b022765
Zm00001d051950	expressed.endo		Zm00004b022767
Zm00001d051951	expressed.endo		Zm00004b022771
Zm00001d051952	not.endo		Zm00004b022772
Zm00001d051956	not.endo	nactf51	Zm00004b022778
Zm00001d051966	not.endo		Zm00004b022784
Zm00001d051967	expressed.endo	pza00271	Zm00004b022785
Zm00001d051976	expressed.endo	ss5	Zm00004b022786
Zm00001d051977	expressed.endo	umc104a	Zm00004b022788
Zm00001d051980	expressed.endo		Zm00004b022789
Zm00001d051981	expressed.endo	gata4	Zm00004b022790
Zm00001d051986	expressed.endo		Zm00004b022791
Zm00001d051987	expressed.endo		Zm00004b022792
Zm00001d051988	expressed.endo		Zm00004b022793
Zm00001d051995	expressed.endo	pcna2	Zm00004b022799
Zm00001d052003	expressed.endo		Zm00004b022804
Zm00001d052007	expressed.endo		Zm00004b022808
Zm00001d052008	expressed.endo		Zm00004b022809
Zm00001d052016	not.endo		Zm00004b022811
Zm00001d052019	expressed.endo		Zm00004b022815
Zm00001d052020	expressed.endo		Zm00004b022816
Zm00001d052021	expressed.endo		Zm00004b022817
Zm00001d052022	not.endo		Zm00004b022818
Zm00001d052025	expressed.endo		Zm00004b022821
Zm00001d052026	not.endo	ereb15	Zm00004b022822
Zm00001d052027	expressed.endo		Zm00004b022823
Zm00001d052028	expressed.endo		Zm00004b022824
Zm00001d052030	expressed.endo		Zm00004b022826
Zm00001d052031	expressed.endo		Zm00004b022827
Zm00001d052032	not.endo		Zm00004b022828
Zm00001d052033	not.endo		Zm00004b022829
Zm00001d052035	not.endo		Zm00004b022832
Zm00001d052039	not.endo		Zm00004b022835
Zm00001d052041	not.endo		Zm00004b022837
Zm00001d052042	not.endo		Zm00004b022838
Zm00001d052044	expressed.endo		Zm00004b022841
Zm00001d052049	expressed.endo		Zm00004b022845
Zm00001d052050	expressed.endo		Zm00004b022846
Zm00001d052051	expressed.endo		Zm00004b022847
Zm00001d052053	expressed.endo		Zm00004b022849
Zm00001d052054	not.endo		Zm00004b022850
Zm00001d052056	expressed.endo		Zm00004b022851
Zm00001d052059	not.endo		Zm00004b022854
Zm00001d052060	expressed.endo	trps10	Zm00004b022855
Zm00001d052061	expressed.endo		Zm00004b022856
Zm00001d052062	expressed.endo		Zm00004b022857
Zm00001d052067	not.endo	stk3	Zm00004b022861
Zm00001d052068	not.endo		Zm00004b022862
Zm00001d052069	not.endo	myb16	Zm00004b022863
Zm00001d052070	expressed.endo		Zm00004b022866
Zm00001d052072	expressed.endo		Zm00004b022868
Zm00001d052075	expressed.endo		Zm00004b022871
Zm00001d052076	expressed.endo		Zm00004b022872
Zm00001d052078	expressed.endo		Zm00004b022875
Zm00001d052079	expressed.endo	lkrsdh1	Zm00004b022874
Zm00001d052081	expressed.endo	mterf14	Zm00004b022877
Zm00001d052083	expressed.endo		Zm00004b022878
Zm00001d052087	expressed.endo	ereb14	Zm00004b022880
Zm00001d052093	expressed.endo		Zm00004b022887
Zm00001d052098	expressed.endo		Zm00004b022891
Zm00001d052101	expressed.endo	cpn10	Zm00004b022892
Zm00001d052102	not.endo	ereb57	Zm00004b022893
Zm00001d052104	not.endo		Zm00004b022898
Zm00001d052106	expressed.endo		Zm00004b022899
Zm00001d052108	expressed.endo		Zm00004b022901
Zm00001d052110	expressed.endo	o1	Zm00004b022902
Zm00001d052111	expressed.endo		Zm00004b022903
Zm00001d052113	expressed.endo		Zm00004b022905
Zm00001d052118	not.endo		Zm00004b022910
Zm00001d052122	expressed.endo		Zm00004b022911
Zm00001d052124	not.endo		Zm00004b022913
Zm00001d052137	not.endo		Zm00004b022922
Zm00001d052138	expressed.endo		Zm00004b022923
Zm00001d052139	not.endo	nnr5	Zm00004b022924
Zm00001d052143	expressed.endo		Zm00004b022929
Zm00001d052144	expressed.endo		Zm00004b022931
Zm00001d052145	expressed.endo		Zm00004b022935
Zm00001d052147	expressed.endo		Zm00004b022937
Zm00001d052148	not.endo		Zm00004b022938
Zm00001d052152	not.endo	ereb13	Zm00004b022941
Zm00001d052153	expressed.endo		Zm00004b022942
Zm00001d052155	not.endo		Zm00004b022944
Zm00001d052157	expressed.endo		Zm00004b022945
Zm00001d052158	not.endo		Zm00004b022946
Zm00001d052163	expressed.endo		Zm00004b022951
Zm00001d052165	not.endo	nii2	Zm00004b022952
Zm00001d052167	not.endo	ereb7	Zm00004b022953
Zm00001d052168	not.endo		Zm00004b022954
Zm00001d052173	not.endo		Zm00004b022959
Zm00001d052177	expressed.endo		Zm00004b022962
Zm00001d052179	not.endo		Zm00004b022964
Zm00001d052180	expressed.endo	tu1	Zm00004b022967
Zm00001d052182	expressed.endo		Zm00004b022969
Zm00001d052183	not.endo		Zm00004b022971
Zm00001d052184	expressed.endo		Zm00004b022974
Zm00001d052185	expressed.endo	cyc13	Zm00004b022975
Zm00001d052186	expressed.endo		Zm00004b022976
Zm00001d052188	expressed.endo		Zm00004b022978
Zm00001d052189	not.endo		Zm00004b022979
Zm00001d052190	not.endo		Zm00004b022980
Zm00001d052193	expressed.endo		Zm00004b022984
Zm00001d052194	expressed.endo	hsp22	Zm00004b022985
Zm00001d052197	expressed.endo	dek15	Zm00004b022986
Zm00001d052198	expressed.endo		Zm00004b022988
Zm00001d052200	expressed.endo	fbl41	Zm00004b022989
Zm00001d052201	not.endo		Zm00004b022990
Zm00001d052211	not.endo		Zm00004b022995
Zm00001d052215	expressed.endo	aprl3	Zm00004b023000
Zm00001d052216	expressed.endo	rpl29	Zm00004b023001
Zm00001d052219	expressed.endo		Zm00004b023003
Zm00001d052220	not.endo	vq23	Zm00004b023005
Zm00001d052221	not.endo		Zm00004b023006
Zm00001d052223	not.endo		Zm00004b023008
Zm00001d052225	expressed.endo		Zm00004b023010
Zm00001d052227	not.endo	trpp4	Zm00004b023011
Zm00001d052229	expressed.endo	ereb17	Zm00004b023012
Zm00001d052230	expressed.endo		Zm00004b023013
Zm00001d052231	expressed.endo	cl32627_1e	Zm00004b023014
Zm00001d052232	not.endo	umc1808	Zm00004b023015
Zm00001d052234	expressed.endo		Zm00004b023016
Zm00001d052237	expressed.endo		Zm00004b023017
Zm00001d052238	not.endo	mmp3	Zm00004b023018
Zm00001d052239	expressed.endo		Zm00004b023020
Zm00001d052240	expressed.endo	ppr5	Zm00004b023021
Zm00001d052242	not.endo		Zm00004b023022
Zm00001d052243	not.endo	lac3	Zm00004b023023
Zm00001d052247	expressed.endo		Zm00004b023026
Zm00001d052252	expressed.endo		Zm00004b023031
Zm00001d052253	expressed.endo		Zm00004b023032
Zm00001d052254	not.endo	bhlh155	Zm00004b023033
Zm00001d052260	not.endo		Zm00004b023038
Zm00001d052268	expressed.endo	gol1	Zm00004b023045
Zm00001d052269	not.endo	pin3	Zm00004b023046
Zm00001d052270	expressed.endo		Zm00004b023048
Zm00001d052271	expressed.endo		Zm00004b023051
Zm00001d052276	expressed.endo		Zm00004b023054
Zm00001d052282	expressed.endo		Zm00004b023059
